Attraction,Category,Subclass,Address,Tag,Participants,etc,cafe,max,type
남산 야외식물원,관광,"식물원,수목원",서울특별시 용산구 이태원동 259-16,#가족여행#관광지#남산야외식물원#남산타워#데이트코스#도심여행#사계절#수도권#야외식물원#연인과함께#연중무휴#자연#자연쉼터#자연좋은곳#친환경여행#힐링,189,0,0,6,korean
선유도공원,관광,근린공원,서울특별시 영등포구 선유로 343,#관광지#도심산책#산책길#산책로#휴식공간#휴식여행#휴식하기#휴식하기좋은곳#힐링산책#힐링여행,67,0,1,1,cafe
중명전,관광,국가유산,서울특별시 중구 정동,#가족여행#고종황제편전#관광지#교과서속여행#근대문화유산#대한제국궁궐#대한제국편전#도심여행#상설전시#아이와함께#역사#외국인사교클럽#유명건물#을사늑약장소#전통&역사문화체험#중명전#체험학습#친구와함께#헤이그특사파견#황실도서관,17,0,0,6,korean
양화한강공원,관광,시민공원,서울특별시 영등포구 노들로 113 양화개나리점,#걷기길#관광지#나들이#도심여행#산책#서울가볼만한곳#야경투어#양화한강공원#연인과함께#자전거여행#조깅#친구와함께#피크닉#한강공원#한강시민공원양화지구,61,0,0,5,korean
수락산,관광,산,서울특별시 노원구 상계동,#가족여행#관광지#당일치기여행#등산#등산로#사계절#서울근교여행#수락산#아이와함께#연인과함께#자연#자연좋은곳#친구와함께#힐링&휴양여행,49,0,2,2,cafe
국립고궁박물관,관광,박물관,서울특별시 종로구 효자로 12 국립고궁박물관,#교과서속여행#국립고궁박물관#나들이#문화시설#박물관#실내여행지#아이와함께#전시관#전통&역사문화체험#체험학습#친구와함께,119,0,0,9,korean
IFC몰,관광,"쇼핑센터,할인매장",서울특별시 영등포구 여의도동 국제금융로 10 서울 국제금융 센터,#IFC몰#복합쇼핑몰#쇼핑#수도권#여의도대형쇼핑몰#여의도복합쇼핑몰#여의도쇼핑#여의도아이에프씨몰#연중무휴#영등포#크리스마스,"1,986",0,0,4,korean
관악산 낙성대공원,관광,"도시,테마공원",서울특별시 관악구 낙성대로 77 낙성대공원,#가족여행#강감찬#강감찬장군#관광지#관악산낙성대공원#교과서속여행#낙성대강감찬#낙성대공원#당일치기여행#서울근교여행#서울둘레길#서울둘레길5코스#아이와함께#역사#역사유적지#연인과함께#전통&역사문화체험#친구와함께,104,0,0,3,japanese
다이나믹 메이즈 (서울 인사동점),관광,테마파크,서울특별시 종로구 인사동길 12 대일빌딩 지하1층,#관광지#다이나믹메이즈#도심여행#레포츠체험#복합문화공간#수도권#실내놀이터#실내여행지#연인과함께#연중무휴#이색체험#체험#친구와함께,"2,615",0,0,2,korean
서대문독립공원,관광,테마공원,서울특별시 서대문구 통일로 247 독립문역,#걷기길#관광지#교과서속여행#서대문독립공원#수도권#아이와함께#역사#연중무휴,282,4,0,4,etc
대림중앙시장,관광,시장,서울특별시 영등포구 디지털로37나길 21,#가족여행#나들이#나홀로여행#대림중앙시장#데이트코스#먹거리#서울근교여행#쇼핑#수도권#시장맛집#아이와함께#연인과함께#이색체험#전통시장#전통시장투어#차이나타운#체험학습#친구와함께#힐링,12,0,0,4,korean
서울역사박물관,관광,박물관,서울특별시 종로구 새문안로 55,#가족여행#교과서속여행#단체관람#도심여행#문화시설#박물관#서울역사박물관#아이와함께#전통&역사문화체험#체험학습#친구와함께,34,0,0,7,korean
더현대 서울,관광,백화점,서울특별시 영등포구 여의대로 108 더현대 서울,#더현대서울#백화점#복합문화공간#쇼핑#플래그십스토어#현대백화점,"2,326",0,0,5,korean
서울 효창공원,관광,국가유산,서울특별시 용산구 효창동,#관광지#서울공원#서울효창공원#수도권#역사공부#역사를품은곳#역사속#역사속으로#역사여행#역사유적#역사유적지#역사이야기#역사탐방#역사탐험#연인과함께#연중무휴#효창공원,24,0,0,1,chinese
파크하비오 워터킹덤&스파,관광,워터파크,서울특별시 송파구 송파대로 111 202동 지하1층,#가족과함께#가족나들이#관광지#도심속물놀이#무더위_피해_실내놀이#미세먼지_피하는_실내여행#아이와함께#여름방학가기좋은곳#여름여행#여름피서지#연인과함께#파크하비오#휴식공간#휴식하기#휴식하기좋은곳,"3,445",0,0,2,korean
서울창포원,관광,"식물원,수목원",서울특별시 도봉구 마들로 916,#가족과함께#가족나들이#걷기길#관광지#붓꽃#생태관광#서울창포원#식물원#아이와함께#이색체험#자연#자연관광지#자연속으로#자연여행#자연좋은곳#자연풍경#자연환경#창포원#체험학습#휴식여행#휴식하기#휴식하기좋은곳#힐링,49,0,0,2,korean
전쟁과여성인권박물관,관광,박물관,서울특별시 마포구 월드컵북로11길 20 전쟁과여성인권박물관,#마포박물관#문화시설#박물관#수도권#아이와함께#아픈과거#여성박물관#역사속#역사속으로#역사이야기#역사탐험#연인과함께#위안부피해생존자박물관#전시관#전쟁과여성인권박물관#전쟁박물관#친구와함께,38,0,0,6,west
마복림할머니집,음식,떡볶이,서울특별시 중구 다산로35길 5,#떡볶이#마복림#마복림떡볶이#맛집#서울맛집추천#신당동떡볶이#신당동맛집#음식#즉석떡볶이,"5,114",0,0,4,korean
아쿠아플라넷 63,관광,아쿠아리움,서울특별시 영등포구 63로 50,#63빌딩수족관#63빌딩아쿠아리움#가족여행#관광지#대형수족관#데이트코스#도심여행#미세먼지_피하는_실내여행#수도권#실내여행지#아이가_좋아하는_여행#아이와함께#아쿠아리움#아쿠아리움&수족관#아쿠아플라넷63#여의도아쿠아플라넷#연인과함께,"6,386",0,0,1,korean
뮤직컴플렉스 서울,음식,"카페,디저트",서울특별시 종로구 인사동길 49 안녕인사동 5층 뮤직컴플렉스서울,#LP카페#가볼래터#뮤직카페#뮤직컴플렉스서울#여행구독#음식#음악카페#이색체험#이색카페#인사동가볼만한곳,610,0,0,4,korean
또순이네집,음식,소고기구이,서울특별시 영등포구 선유로47길 16 오오1004빌딩,#또순이네#또순이네된장찌개#양평동또순이네#영등포또순이네#음식#주물럭맛집,"2,778",0,0,1,chinese
우묵배미,음식,돼지고기구이,서울특별시 관악구 남부순환로 1540 1층,#갈비탕#고기맛집#관악구#꽁치김치찜#돼지낙지전골#돼지두부찌개#돼지두부찌개#돼지볶음#돼지볶음#맛집#서울맛집#서울우묵배미#서울한식당#신림역맛집#육개장#음식,126,0,0,6,korean
영등포청과시장,관광,시장,서울특별시 영등포구 영신로41길 5-1 에이원하우징,#과일도매시장#서울청과물시장#쇼핑#영등포과일시장#영등포청과시장,19,0,0,5,korean
보라매공원,관광,근린공원,서울특별시 동작구 여의대방로20길 33,#걷기길#공군체험#관광지#동작구공원#동작노천수영장#동작보라매공원#반려견놀이터#보라매공원#산책길#산책하기#산책하기좋은곳#수도권#아이와함께#야간분수쇼#연중무휴#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,838,0,0,1,korean
호텔 카푸치노,숙소,3성급,서울특별시 강남구 봉은사로 155 호텔 카푸치노,#반려견동반여행지#서울숙소#서울호텔#숙박#숙박쿠폰#애견동반숙소#연인과함께#친구와함께#친환경호텔#카푸치노호텔#호캉스#호캉스즐기기#호텔카푸치노,183,0,0,3,korean
한강시민공원 망원지구(망원한강공원),관광,시민공원,서울특별시 마포구 마포나루길 467 한강공원망원지구사무소,#걷기길#관광지#나들이#도심여행#망원한강공원#산책길#산책하기#산책하기좋은곳#야경투어#연인과함께#자전거여행#조깅#친구와함께#피크닉#한강시민공원망원지구,141,3,0,3,etc
국립한글박물관,관광,박물관,서울특별시 용산구 서빙고로 139,#가족체험여행#교과서속여행#국립한글박물관#문화시설#문화행사#미세먼지_피하는_실내여행#박물관#수도권#아이와함께#외국어해설#자원봉사활동#전시관#전통&역사문화체험#체험학습,265,0,0,1,west
토속촌삼계탕,음식,"백숙,삼계탕",서울특별시 종로구 자하문로5길 5 토속촌,#맛집#삼계탕#음식#종로맛집#토속촌_오골계_삼계탕#토속촌삼계탕#해물파전,"4,675",0,2,3,korean
허준박물관,관광,박물관,서울특별시 강서구 허준로 87 허준박물관,#교과서속여행#구암허준#도심여행#문화시설#박물관#아이와함께#전시#전통&역사문화체험#체험학습#허준#허준박물관,39,1,0,5,west
남산공원,관광,"도시, 테마공원",서울 중구 삼일대로 231,#가족여행#관광지#나들이#남산#남산공원#남산데이트#남산순환버스#남산케이블카#남산타워#당일치기여행#데이트코스#사계절#산책하기좋은곳#서울도심공원#서울자연휴식처#서울휴식공간#아이와함께#연인과함께#친구와함께#피크닉#휴식하기좋은곳#힐링,130,0,0,1,korean
석파랑,음식,한정식-일반,서울특별시 종로구 자하문로 309,#건강식맛집#건강여행#궁중수라#남녀노소#만세#맛집#부모님과함께#석파#수복#음식#전통음식#정성가득#종로구#진연#진찬#한정식#힐링여행,87,0,0,4,korean
마로니에공원,관광,근린공원,서울특별시 종로구 대학로 104,#가족과함께#가족여행#걷기여행#공연#관광지#나들이#당일치기여행#대학로#대학로공원#대학로데이트코스#데이트코스#동숭로공원#마로니에공원#사계절#서울근교여행#아이와함께#연극#연인과함께#친구와함께#피크닉#힐링&휴양여행,401,0,6,6,cafe
선천집,음식,한식,서울특별시 종로구 인사동14길 5,#맛집#백년가게#불고기#서울시#음식#이북음식#종로구#평안도#한식#한정식,58,0,2,2,cafe
경춘선숲길,관광,도보코스,서울특별시 노원구 공릉동 272-2,#걷기좋은길#경춘선#관광지#레포츠#산책하기좋은곳#서울데이트장소#숲길#연인과함께#친구와함께,23,0,0,5,korean
종이나라박물관,관광,박물관,서울특별시 중구 장충단로 166 종이나라빌딩 2층,#나들이#단체관람#도심여행#문화시설#박물관#실내여행지#아이와함께#이색체험#종이나라박물관#체험학습,182,0,0,1,korean
청수정,음식,한식,서울특별시 종로구 삼청로 91,#맛집#불고기덮밥#뽈떼기찜#뽈떼기탕#삼청동맛집#삼청동밥집#음식#제육볶음#종로맛집#홍합밥#홍합밥정식#홍합비빔밥,996,0,0,2,korean
코엑스 아쿠아리움,관광,아쿠아리움,서울특별시 강남구 영동대로 513,#데이트코스#문화시설#미세먼지_피하는_실내여행#실내관광지#실내여행지#실내여행지#아이와함께#아쿠아리움&수족관#연인과함께#영화&드라마촬영지#체험학습#친구와함께#코엑스아쿠아리움,"9,220",0,2,2,cafe
피규어뮤지엄W,관광,박물관,서울특별시 강남구 선릉로158길 3 Ys Roo,#가족과함께#남녀노소#문화시설#아이가_좋아하는_여행#아이와함께#이색체험#테마관광지#휴식공간#휴식여행#휴식하기#휴식하기좋은곳,143,0,0,3,korean
채석장 전망대,관광,전망대,서울특별시 종로구 낙산5길 51,#가족과함께#경치여행#경치좋은곳#관광지#서울야경#아이와함께#역사공부#역사속#역사속으로#역사여행#역사유적#역사이야기#역사탐방#역사탐험#채석장#카페낙타,203,0,0,8,korean
만석장,음식,한식,서울특별시 은평구 대서문길 43-10,#두부요리#두부요리전문점#두부한정식#두부한정식#만석장#맛집#백년가게#삼겹살가마구이#삼겹쌈밥#서울시#은평구#음식#정성가득,"1,044",0,0,4,korean
서울광장 스케이트장,관광,스케이트장,서울특별시 중구 을지로 12,#겨울스포츠#겨울여행#레포츠#복합레저스포츠#생활스포츠#서울광장#서울광장스케이트장#서울데이트#서울시청#스케이트#스케이트장#아이와함께#연인과함께#커플데이트#크리스마스,44,0,0,2,korean
