,attraction,location,tag,주소,위도,경도
232,스태픽스,서울 종로구,#서촌반려동물동반카페#서촌은행나무카페#서촌정원카페#서촌테라스카페#스태픽스#음식#이영자파운드케이크#테라스카페#파운드케이크#파운드케이크맛집,서울특별시 종로구 사직로9길 22(필운동),37.5775527757,126.9678994532
233,[백년가게]새만포면옥,서울 은평구,#남녀노소#냉면맛집#백년가게#불고기#서울맛집#어복쟁반#은평구#은평구맛집#음식#친구와함께#평양냉면,서울특별시 은평구 연서로 171,37.6142114991,126.9175002334
234,문배동 육칼,서울 용산구,#남녀노소#맛집#문배동#서울맛집#서울여행#육개장#육계장#육칼#음식#전국맛집#친구와함께#칼국수#칼국수,서울특별시 용산구 백범로90길 50,37.5365964678,126.970328168
235,청담골,서울 강남구,#가정식_백반#갈치구이_백반#누룽지_정식#맛집#삼치구이#음식#음식점#제육볶음_백반#조기구이_백반#청담골#한정식,서울특별시 강남구 선릉로148길 48,37.5227382786,127.0434330137
236,미진,서울 종로구,#가족식사_추천#맛집#메밀국수#메밀묵밥#보쌈정식#음식#종로맛집#판메밀,서울특별시 종로구 종로 19,37.5708482131,126.979804113
237,동심한정식,서울 중구,#간장게장정식#맛집#보리굴비정식#서울시#음식#중구,서울특별시 중구 퇴계로27길 12-4,37.5616689405,126.9918588304
238,산삼청각,서울 송파구,#가락동돼지갈비#가족모임식당#갈비집#산삼청각#송파가족모임식당#송파돼지갈비#숯불구이맛집#음식#한옥식당,서울특별시 송파구 송이로 151(가락동),37.4935459124,127.1249180932
239,최수사 대게마을,서울 강남구,#강남구#대게정식#맛집#사시미코스#서울시#음식,서울특별시 강남구 논현로 429,37.4991298007,127.0374231182
240,옥류헌릴렉스,서울 강북구,#감성카페#계곡#계곡카페#모닥불#모닥불캠프#옥류헌릴렉스#우이동계곡카페#우이동릴렉스#우이동카페#우이천#음식#카페,서울특별시 강북구 삼양로181길 142 옥류정,37.6695789043,127.0079348542
241,광양불고기,서울 양천구,#광양불고기#꽃등심#맛집#불고기#서울#쇠고기버섯전골#양천구#영양돌솥밥#육회담백한_맛#음식,서울특별시 송파구 백제고분로39길 6 광양불고기,37.5050775567,127.1054750906
242,위대한밥상 영광,서울 서초구,#굴비정식#맛집#서울특별시#서초구#음식#한식,서울특별시 서초구 사평대로56길 7,37.5032040779,127.0235020482
243,부일갈비,서울 서초구,#가족식사_추천#갈비탕#갈빗살#담백한_맛#맛집#부일갈비#생갈비#생등심#서울맛집#소금구이#수도권#양념갈비#음식#한식,서울특별시 서초구 서초중앙로2길 42,37.4839006953,127.0196807188
247,툭툭누들타이,서울 마포구,#가성비맛집#가족외식추천#꿍_팟퐁커리#데이트코스#맛집#맛집제보#분위기좋은#비주얼맛집#뽀삐아_쁘라짠#쏨땀_가이양#얌꿍#얌운센#음식#태국음식#태국음식점#텃만꿍#푸팟퐁커리,서울특별시 마포구 성미산로 161-82층,37.565170096,126.9240204706
248,세상의모든아침,서울 영등포구,#기념일레스토랑#브런치#브런치맛집#세상의모든아침#여의도뷰맛집#여의도브런치#웨딩맛집#음식#인테리어맛집#전경련회관식당#펜트하우스촬영장소#한강뷰식당,서울특별시 영등포구 여의대로 24(여의도동),37.5222305684,126.9199581632
249,조선옥,서울 중구,#갈비#갈비탕#대구탕#맛집#보양식#양념소갈비#음식#장국밥가성비_갑#한식#한식당#향토음식,서울특별시 중구 을지로15길 16-8(을지로3가),37.5671294506,126.99370573
250,미 피아체,서울 강남구,#강남맛집#맛집#매콤한_닭_그릴#서울맛집추천#성게알_로제파스타#스페인산_이베리코_하몽#어란_오일_파스타#음식#이탈리아음식#이태리레스토랑#청담동맛집#치즈바게트_그라탕#파스타,서울특별시 강남구 압구정로80길 19-2,37.5245297659,127.0450272627
254,[백년가게]창성옥,서울 용산구,#맛집제보#백년가게#뼈전골언론소개_맛집#용산맛집#음식#해장국,서울특별시 용산구 새창로 124-10,37.5364601949,126.9604179636
258,갯마을풍천장어,서울 도봉구,#능이전복오리백숙#도봉맛집#도봉산#맛집#민물장어#오리전복옻백숙#음식#전복능이삼계탕#코다리시레기+솥밥#코다리조림,서울특별시 도봉구 도봉산4나길 12-10,37.6878635234,127.0431866722
259,삼해집,서울 종로구,#감자탕#굴보쌈#닭도리탕#맛집#소주한잔#아귀찜#음식#친구와함께#한방족발#한식#한식맛집,서울특별시 종로구 수표로20길 16-15(관수동),37.5699901802,126.9909920073
263,유진막국수,서울 용산구,#남녀노소#막국수#막국수#막국수맛집#맛집#음식#이태원맛집#제육보쌈#족발#족발#해물파전#회막국수,서울특별시 용산구 장문로 18,37.5284339228,126.9923708355
264,눈나무집,서울 종로구,#국수#김치말이_국수#녹두빈대떡#두부김치#떡갈비#맛집#분위기_좋은#삼청동맛집#서울맛집추천#음식#종로구맛집#평양만두,서울특별시 종로구 삼청로 136-1,37.5874740954,126.9818701207
268,불맛감자국,서울 은평구,#가족식사_추천#감자탕#닭볶음탕#맛집#음식#해물뼈찜,서울특별시 은평구 응암로 172-1,37.5871812967,126.9168316147
269,디앤제이 (DNJ),서울 노원구,#노원구#맛집#음식#중국집#중화요리,서울특별시 노원구 한글비석로 212,37.6466300381,127.0768264484
270,초우마을,서울 동대문구,#갈비#꽃등심#동대문구#맛집#음식#한우등심#한우부채살#한우살치살#한우육회,서울특별시 동대문구 회기로28길 8,37.5894585299,127.0559299815
271,대상해,서울 중구,#맛집#음식#정식요리#중식당,서울특별시 중구 세종대로 135,37.5678346101,126.976248967
272,왕돈까스&왕냉면,서울 관악구,#맛집#음식,서울특별시 관악구 남부순환로 1377,37.4801990528,126.9038663674
276,루위,서울 강남구,#강남맛집#남녀노소#몽골리안비프데이트_맛집#북경오리_한마리_및_코스요리#소롱포#음식#중식#중식당#중식요리#중식코스요리,서울특별시 강남구 도산대로 211,37.5234295804,127.0275983252
277,에도긴,서울 강남구,#가족식사_추천#강남구#강남맛집#맛집#생선회#역삼동#음식#일식당#초밥#코스요리,서울특별시 강남구 테헤란로8길 30,37.4968855167,127.0318125811
278,초록뜰,서울 동대문구,#7곡연잎밥#두부두루치기#맛집#맛집여행#묵밥#묵사발#버섯전골#서울맛집#음식#초록뜰#초록육개장,서울특별시 동대문구 망우로18길 6,37.5896141827,127.0623405047
279,또순이,서울 동작구,#노량진맛집#동작구맛집#맛집#생선회#음식,서울특별시 동작구 노들로 674,37.5145456302,126.9355902885
280,다리원,서울 은평구,#맛집#삼선짜장#음식#해물누룽지탕,서울특별시 은평구 증산서길 135,37.5869062201,126.9107655092
281,동해복집,서울 노원구,#노원구#노원맛집#맛집#보양식#복_맑은탕#복_수육담백한_맛#복어#복어맛집#서울맛집추천#음식#이색보양식,서울특별시 노원구 동일로217가길 23,37.6533317165,127.0591056498
282,톰볼라,서울 서초구,#가성비_갑#랍스타_스파게티#마르게리따_피자#맛집#볼로네제_라자냐#분위기_좋은#서초구#스테이크#스테이크#음식#이국적인#피자,서울특별시 서초구 서래로7길 16,37.4988430061,126.9974600971
283,엄마손칼국수,서울 노원구,#당고개엄마손칼국수#당고개역맛집#당고개역칼국수#엄마손칼국수#음식#칼국수맛집#칼국수맛집,서울특별시 노원구 상계로39길 5,37.6710939211,127.0802448816
284,고바우소곱창,서울 노원구,#간천엽#곱창#곱창맛집#노원맛집#대창#막창#맛집#소곱창#소막창#암소특양#양#음식,서울특별시 노원구 동일로217가길 39,37.6531289469,127.0582501786
285,청송본관함흥냉면,서울 서대문구,#맛집#서울맛집#수도권#음식#청송면옥#한식,서울특별시 서대문구 연희맛로 6,37.5658895409,126.928775572
289,참숯골,서울 중구,#꽃등심#돌솥비빔밥#맛집#생갈비#안창살#양념갈비#외국인도_선호하는#음식#차돌박이#한식#한식맛집,서울특별시 중구 무교로 16,37.5673319497,126.9794931301
290,허리케인박 떡볶이닭발 (약속떡볶이),서울 중구,#남녀노소#떡볶이#떡볶이맛집#맛집#분식#순대#오뎅#음식#중구#추억여행#추억의맛#친구와함께,서울특별시 중구 퇴계로76길 58,37.5627803328,127.014678942
294,골목집,서울 영등포구,#건강한요리#건강한음식#보양식#영등포#영등포맛집#오리고기#오리맛집#오리백숙#오리요리전문점#오리주물럭#음식,서울특별시 영등포구 도림로139가길 11(문래동2가),37.51341167,126.8931719627
295,카페 모뜨,서울 종로구,#남녀노소#레스토랑#맛집#연인과함께#음식#종로구#카페#휴식공간#휴식여행#휴식하기좋은곳,서울특별시 종로구 평창30길 24,37.6118239204,126.9751033804
296,셀프하우스,서울 강동구,#맛집#음식,서울특별시 강동구 올림픽로 572,37.5325413292,127.1218033799
297,수와래,서울 종로구,#2인_스테이크_SET_B#깔조네_피자#데이트_맛집#런치#마르게리따_피자#맛집#분위기_좋은#서울맛집추천#스테이크#스파게티#음식#종로맛집#파스타#페스카로테,서울특별시 종로구 삼청로 82,37.582716318,126.9820285745
298,삼성 빨간양념 숯불구이,서울 중구,#동그랑땡#맛집#서울맛집추천#서울중구맛집#음식,서울특별시 중구 남대문로1길 39,37.5628546523,126.9772490174
299,모닥불,서울 동대문구,#건강한요리#건강한음식#남녀노소#동대문구#동대문구맛집#맛집#모닥불#샤브샤브#샤브샤브맛집#수도권#음식,서울특별시 동대문구 회기로8길 34,37.5905331359,127.0409868683
300,진남포면옥,서울 중구,#개성보쌈#막국수#막국수#맛집#비빔국수#서울 중구#음식#쟁반막국수#찜닭,서울특별시 중구 다산로 108,37.5534285595,127.0101240669
304,성북동집,서울 성북구,#만둣국담백한_맛#맛집#서울맛집#성북동집#음식#칼국수#한식,서울특별시 성북구 성북로24길 4,37.5945318571,126.9957131033
305,삿뽀로 목동점,서울 양천구,#삿뽀로#삿뽀로목동점#삿뽀로횟집#신정동횟집#양천구맛집#양천구맛집#음식,서울특별시 양천구 목동동로 189 삼성 쉐르빌1지하 1층 102호,37.5226685303,126.8708904004
306,남원황토추어탕,서울 강동구,#강동구#맛집#버섯추어탕#음식#추어군만두#추어정식#추어탕,서울특별시 강동구 성안로 7-12,37.5250478778,127.1286140845
307,갓잇(god eat),서울 강남구,#강남구#맛집#멕시코요리#브리또#음식#타코,서울특별시 송파구 백제고분로45길 4-14,37.5096354664,127.1113160966
308,내자상회,서울 종로구,#SNS감성사진#감성사진#디저트#디저트맛집#사진찍기좋은곳#사진촬영#사진촬영명소#실내데이트#연인과함께#음식#음식점#친구와함께,서울특별시 종로구 사직로10길 3(내자동),37.5758502431,126.9705214845
309,박석고개,서울 종로구,#맛집#음식,서울특별시 종로구 창경궁로26길 34,37.5817722978,126.9995714467
310,우리강산,서울 송파구,#꽃등심_코스요리#돼지갈비#돼지갈비#맛집#사골갈비탕#송파구#음식#한우구이,서울특별시 송파구 위례성대로12길 6,37.5131658139,127.1224927567
314,구정칼국수,서울 강남구,#구정만두#떡국#만둣국#맛집#바지락_수제비#바지락_칼국수#음식,서울특별시 강남구 논현로161길 13,37.5233351362,127.0270011596
315,방이샤브샤브칼국수 방이본점,서울 송파구,#방이동맛집#방이샤브맛집#방이샤브샤브칼국수방이본점#방이역맛집#서울칼국수맛집#음식,서울특별시 송파구 오금로31길 42,37.5093384955,127.1233677863
316,자원대구탕,서울 용산구,#대구내장탕#대구탕#맛집#음식,서울특별시 용산구 한강대로62가길 6,37.534702311,126.9740834351
317,전주회관,서울 중구,#담백한_맛#맛집#불낙전골#양념갈비#외국인도_선호하는#음식#전주곱돌비빔밥#정성가득#콩나물국밥,서울특별시 중구 세종대로14길 32-1,37.5626630295,126.9784933538
318,우정낙지,서울 노원구,#낙지데침#낙지볶음#낙지볶음#낙지초무침#노원맛집#맛집#산낙지#서울맛집추천#음식#조개탕,서울특별시 노원구 동일로217가길 23(상계동),37.6533317165,127.0591056498
319,낙원(메이필드호텔),서울 강서구,#가족식사_추천#낙원#맛집#서울맛집#양념갈비_정식#연중무휴#음식#한우_꽃등심#한우꽃등심#한우특선_양념_대갈비#해산물_정식,서울특별시 강서구 방화대로 94,37.54788135,126.8194860451
320,미우미우참숯구이,서울 송파구,#맛집#생갈비#송파구#와규#와규꽃살#와규부채살#와규생갈비#와규안창살#왕갈비탕#음식#제육쌈밥,서울특별시 송파구 양재대로71길 2-27,37.5113438829,127.1269368486
321,용금옥,서울 중구,#더덕구이#맛집#모듬전#미꾸라지부침#북어구이#수도권#용금옥#음식#추어탕#추탕,서울특별시 중구 다동길 24-2,37.5677235893,126.9805263585
322,[백년가게]부산복집,서울 중구,#맛집#백년가게#복매운탕#복매운탕#복수육#복찜#서울시#음식#중구,서울특별시 중구 수표로2길 25,37.5623022014,126.9919143631
323,그릭조이,서울 마포구,#그리스음식#레스토랑#마포구맛집#맛집#미코노스#분위기_좋은#서울맛집추천#아테네#음식#전망_좋은#크레타#플라카,서울특별시 마포구 성지1길 6,37.5482552117,126.913774659
