Attraction,Good_Point,Selected_People,Category_Map
여의도한강공원,주차하기 편해요,32,시설 및 편의성
여의도한강공원,붐비지 않아요,23,기타
여의도한강공원,먹거리가 풍부해요,22,활동 및 즐길거리
여의도한강공원,피크닉하기 좋아요,22,활동 및 즐길거리
여의도한강공원,자연 경관이 좋아요,21,경관 및 사진
여의도한강공원,규모가 커요,12,시설 및 편의성
여의도한강공원,대중교통이 편해요,11,시설 및 편의성
여의도한강공원,친절해요,9,서비스
여의도한강공원,가격이 합리적이에요,9,가격 및 가치
여의도한강공원,아이와 가기 좋아요,7,활동 및 즐길거리
여의도한강공원,근처에 갈 곳이 많아요,6,시설 및 편의성
여의도한강공원,반려동물과 가기 좋아요,6,시설 및 편의성
여의도한강공원,조용히 쉬기 좋아요,4,시설 및 편의성
여의도한강공원,체험 프로그램이 다양해요,2,활동 및 즐길거리
여의도한강공원,트렌디해요,2,경관 및 사진
여의도한강공원,화장실이 깨끗해요,1,시설 및 편의성
여의도한강공원,유익해요,1,서비스
남산골한옥마을,체험 프로그램이 다양해요,236,활동 및 즐길거리
남산골한옥마을,아이와 가기 좋아요,178,활동 및 즐길거리
남산골한옥마을,사진이 잘 나와요,176,경관 및 사진
남산골한옥마을,볼거리가 많아요,143,활동 및 즐길거리
남산골한옥마을,산책로가 잘 되어있어요,102,활동 및 즐길거리
남산골한옥마을,설명이 잘 되어있어요,94,서비스
남산골한옥마을,가격이 합리적이에요,85,가격 및 가치
남산골한옥마을,관리가 잘 되어있어요,76,시설 및 편의성
남산골한옥마을,붐비지 않아요,62,기타
남산골한옥마을,뷰가 좋아요,52,경관 및 사진
남산골한옥마을,대중교통이 편해요,20,시설 및 편의성
남산골한옥마을,근처에 갈 곳이 많아요,16,시설 및 편의성
남산골한옥마을,방문객이 많아요,11,시설 및 편의성
남산골한옥마을,경관이 독특해요,11,경관 및 사진
남산골한옥마을,화장실이 깨끗해요,9,시설 및 편의성
남산골한옥마을,주차하기 편해요,3,시설 및 편의성
남산골한옥마을,규모가 커요,3,시설 및 편의성
남산골한옥마을,편의시설이 잘 되어있어요,2,시설 및 편의성
남산골한옥마을,야경이 멋져요,2,경관 및 사진
남산골한옥마을,반려동물과 가기 좋아요,1,시설 및 편의성
경의선숲길,산책로가 잘 되어있어요,46,활동 및 즐길거리
경의선숲길,뷰가 좋아요,35,경관 및 사진
경의선숲길,사진이 잘 나와요,28,경관 및 사진
경의선숲길,볼거리가 많아요,19,활동 및 즐길거리
경의선숲길,관리가 잘 되어있어요,15,시설 및 편의성
경의선숲길,방문객이 많아요,13,시설 및 편의성
경의선숲길,먹거리가 풍부해요,8,활동 및 즐길거리
경의선숲길,붐비지 않아요,7,기타
경의선숲길,근처에 갈 곳이 많아요,6,시설 및 편의성
경의선숲길,대중교통이 편해요,6,시설 및 편의성
경의선숲길,자연 경관이 좋아요,6,경관 및 사진
경의선숲길,규모가 커요,3,시설 및 편의성
경의선숲길,편의시설이 잘 되어있어요,2,시설 및 편의성
경의선숲길,조용히 쉬기 좋아요,1,시설 및 편의성
경의선숲길,아이와 가기 좋아요,1,활동 및 즐길거리
서울공예박물관,전시 구성이 알차요,135,시설 및 편의성
서울공예박물관,유익해요,134,서비스
서울공예박물관,전시 테마가 재밌어요,82,활동 및 즐길거리
서울공예박물관,공간이 넓어요,51,시설 및 편의성
서울공예박물관,설명이 잘 되어있어요,48,서비스
서울공예박물관,사진이 잘 나와요,37,경관 및 사진
서울공예박물관,가격이 합리적이에요,34,가격 및 가치
서울공예박물관,체험 프로그램이 다양해요,31,활동 및 즐길거리
서울공예박물관,아이와 가기 좋아요,30,활동 및 즐길거리
서울공예박물관,주차하기 편해요,6,시설 및 편의성
서울공예박물관,뷰가 좋아요,2,경관 및 사진
서울공예박물관,컨셉이 독특해요,1,활동 및 즐길거리
AK PLAZA 홍대,종류가 다양해요,231,쇼핑 관련
AK PLAZA 홍대,가성비가 좋아요,222,가격 및 가치
AK PLAZA 홍대,친절해요,203,서비스
AK PLAZA 홍대,특색 있는 제품이 많아요,182,쇼핑 관련
AK PLAZA 홍대,품질이 좋아요,122,가격 및 가치
AK PLAZA 홍대,매장이 넓어요,112,쇼핑 관련
AK PLAZA 홍대,시설이 깔끔해요,103,시설 및 편의성
AK PLAZA 홍대,분위기가 편안해요,59,시설 및 편의성
AK PLAZA 홍대,비싼 만큼 가치있어요,28,가격 및 가치
AK PLAZA 홍대,주차하기 편해요,24,시설 및 편의성
AK PLAZA 홍대,트렌디해요,23,경관 및 사진
AK PLAZA 홍대,예쁜 소품이 많아요,12,경관 및 사진
AK PLAZA 홍대,아기자기해요,9,경관 및 사진
AK PLAZA 홍대,신상품이 많아요,6,쇼핑 관련
AK PLAZA 홍대,독특한 디자인이 많아요,5,경관 및 사진
AK PLAZA 홍대,컨셉이 독특해요,4,활동 및 즐길거리
AK PLAZA 홍대,고급스러워요,2,경관 및 사진
AK PLAZA 홍대,인테리어가 멋져요,1,경관 및 사진
AK PLAZA 홍대,사이즈가 다양해요,1,쇼핑 관련
서대문형무소역사관,유익해요,1204,서비스
서대문형무소역사관,전시 구성이 알차요,608,시설 및 편의성
서대문형무소역사관,설명이 잘 되어있어요,540,서비스
서대문형무소역사관,아이와 가기 좋아요,336,활동 및 즐길거리
서대문형무소역사관,공간이 넓어요,251,시설 및 편의성
서대문형무소역사관,가격이 합리적이에요,202,가격 및 가치
서대문형무소역사관,전시 테마가 재밌어요,162,활동 및 즐길거리
서대문형무소역사관,주차하기 편해요,147,시설 및 편의성
서대문형무소역사관,체험 프로그램이 다양해요,139,활동 및 즐길거리
서대문형무소역사관,사진이 잘 나와요,80,경관 및 사진
서대문형무소역사관,컨셉이 독특해요,2,활동 및 즐길거리
서대문형무소역사관,화장실이 깨끗해요,1,시설 및 편의성
광장시장,친절해요,8,서비스
광장시장,볼거리가 많아요,6,활동 및 즐길거리
광장시장,방문객이 많아요,3,시설 및 편의성
광장시장,먹거리가 풍부해요,3,활동 및 즐길거리
광장시장,품질이 좋아요,3,가격 및 가치
광장시장,종류가 다양해요,3,쇼핑 관련
광장시장,컨셉이 독특해요,2,활동 및 즐길거리
광장시장,가성비가 좋아요,2,가격 및 가치
광장시장,분위기가 편안해요,1,시설 및 편의성
광장시장,야시장이 잘 되어있어요,1,활동 및 즐길거리
광장시장,비싼 만큼 가치있어요,1,가격 및 가치
광장시장,규모가 커요,1,시설 및 편의성
광장시장,트렌디해요,1,경관 및 사진
반포대교 달빛무지개분수,뷰가 좋아요,49,경관 및 사진
반포대교 달빛무지개분수,방문객이 많아요,32,시설 및 편의성
반포대교 달빛무지개분수,사진이 잘 나와요,28,경관 및 사진
반포대교 달빛무지개분수,산책로가 잘 되어있어요,22,활동 및 즐길거리
반포대교 달빛무지개분수,볼거리가 많아요,19,활동 및 즐길거리
반포대교 달빛무지개분수,관리가 잘 되어있어요,8,시설 및 편의성
반포대교 달빛무지개분수,주차하기 편해요,6,시설 및 편의성
반포대교 달빛무지개분수,피크닉하기 좋아요,5,활동 및 즐길거리
반포대교 달빛무지개분수,편의시설이 잘 되어있어요,2,시설 및 편의성
반포대교 달빛무지개분수,먹거리가 풍부해요,2,활동 및 즐길거리
반포대교 달빛무지개분수,규모가 커요,2,시설 및 편의성
반포대교 달빛무지개분수,조용히 쉬기 좋아요,1,시설 및 편의성
반포대교 달빛무지개분수,아이와 가기 좋아요,1,활동 및 즐길거리
반포대교 달빛무지개분수,자연 경관이 좋아요,1,경관 및 사진
반포대교 달빛무지개분수,트렌디해요,1,경관 및 사진
반포대교 달빛무지개분수,붐비지 않아요,1,기타
반포대교 달빛무지개분수,유익해요,1,서비스
세빛섬,뷰가 좋아요,41,경관 및 사진
세빛섬,사진이 잘 나와요,26,경관 및 사진
세빛섬,주차하기 편해요,13,시설 및 편의성
세빛섬,경관이 독특해요,13,경관 및 사진
세빛섬,볼거리가 많아요,11,활동 및 즐길거리
세빛섬,붐비지 않아요,7,기타
세빛섬,방문객이 많아요,5,시설 및 편의성
세빛섬,화장실이 깨끗해요,5,시설 및 편의성
세빛섬,피크닉하기 좋아요,4,활동 및 즐길거리
세빛섬,대중교통이 편해요,4,시설 및 편의성
세빛섬,산책로가 잘 되어있어요,4,활동 및 즐길거리
세빛섬,편의시설이 잘 되어있어요,3,시설 및 편의성
세빛섬,관리가 잘 되어있어요,2,시설 및 편의성
세빛섬,근처에 갈 곳이 많아요,2,시설 및 편의성
세빛섬,조용히 쉬기 좋아요,1,시설 및 편의성
세빛섬,아이와 가기 좋아요,1,활동 및 즐길거리
북악팔각정,뷰가 좋아요,2206,경관 및 사진
북악팔각정,산책로가 잘 되어있어요,684,활동 및 즐길거리
북악팔각정,사진이 잘 나와요,642,경관 및 사진
북악팔각정,주차하기 편해요,638,시설 및 편의성
북악팔각정,관리가 잘 되어있어요,365,시설 및 편의성
북악팔각정,볼거리가 많아요,305,활동 및 즐길거리
북악팔각정,편의시설이 잘 되어있어요,199,시설 및 편의성
북악팔각정,방문객이 많아요,128,시설 및 편의성
북악팔각정,가격이 합리적이에요,107,가격 및 가치
북악팔각정,붐비지 않아요,96,기타
북악팔각정,먹거리가 풍부해요,66,활동 및 즐길거리
북악팔각정,자연 경관이 좋아요,54,경관 및 사진
북악팔각정,체험 프로그램이 다양해요,32,활동 및 즐길거리
북악팔각정,조용히 쉬기 좋아요,14,시설 및 편의성
북악팔각정,친절해요,6,서비스
북악팔각정,반려동물과 가기 좋아요,5,시설 및 편의성
북악팔각정,아이와 가기 좋아요,4,활동 및 즐길거리
북악팔각정,규모가 커요,4,시설 및 편의성
북악팔각정,화장실이 깨끗해요,4,시설 및 편의성
북악팔각정,근처에 갈 곳이 많아요,3,시설 및 편의성
북악팔각정,컨셉이 독특해요,2,활동 및 즐길거리
월드컵공원,뷰가 좋아요,207,경관 및 사진
월드컵공원,산책로가 잘 되어있어요,143,활동 및 즐길거리
월드컵공원,볼거리가 많아요,107,활동 및 즐길거리
월드컵공원,주차하기 편해요,94,시설 및 편의성
월드컵공원,관리가 잘 되어있어요,83,시설 및 편의성
월드컵공원,편의시설이 잘 되어있어요,78,시설 및 편의성
월드컵공원,사진이 잘 나와요,57,경관 및 사진
월드컵공원,가격이 합리적이에요,22,가격 및 가치
월드컵공원,먹거리가 풍부해요,13,활동 및 즐길거리
월드컵공원,체험 프로그램이 다양해요,10,활동 및 즐길거리
월드컵공원,붐비지 않아요,8,기타
월드컵공원,방문객이 많아요,5,시설 및 편의성
월드컵공원,반려동물과 가기 좋아요,2,시설 및 편의성
월드컵공원,아이와 가기 좋아요,1,활동 및 즐길거리
월드컵공원,대중교통이 편해요,1,시설 및 편의성
월드컵공원,규모가 커요,1,시설 및 편의성
월드컵공원,자연 경관이 좋아요,1,경관 및 사진
올림픽공원,뷰가 좋아요,467,경관 및 사진
올림픽공원,산책로가 잘 되어있어요,373,활동 및 즐길거리
올림픽공원,관리가 잘 되어있어요,220,시설 및 편의성
올림픽공원,사진이 잘 나와요,197,경관 및 사진
올림픽공원,볼거리가 많아요,164,활동 및 즐길거리
올림픽공원,주차하기 편해요,128,시설 및 편의성
올림픽공원,편의시설이 잘 되어있어요,82,시설 및 편의성
올림픽공원,방문객이 많아요,74,시설 및 편의성
올림픽공원,먹거리가 풍부해요,74,활동 및 즐길거리
올림픽공원,붐비지 않아요,61,기타
올림픽공원,가격이 합리적이에요,46,가격 및 가치
올림픽공원,자연 경관이 좋아요,33,경관 및 사진
올림픽공원,체험 프로그램이 다양해요,19,활동 및 즐길거리
올림픽공원,반려동물과 가기 좋아요,15,시설 및 편의성
올림픽공원,규모가 커요,15,시설 및 편의성
올림픽공원,아이와 가기 좋아요,13,활동 및 즐길거리
올림픽공원,피크닉하기 좋아요,9,활동 및 즐길거리
올림픽공원,대중교통이 편해요,6,시설 및 편의성
올림픽공원,조용히 쉬기 좋아요,4,시설 및 편의성
올림픽공원,화장실이 깨끗해요,4,시설 및 편의성
올림픽공원,친절해요,2,서비스
몽촌토성,사진이 잘 나와요,14,경관 및 사진
몽촌토성,붐비지 않아요,11,기타
몽촌토성,산책로가 잘 되어있어요,10,활동 및 즐길거리
몽촌토성,관리가 잘 되어있어요,5,시설 및 편의성
몽촌토성,볼거리가 많아요,3,활동 및 즐길거리
몽촌토성,아이와 가기 좋아요,2,활동 및 즐길거리
